"produksjon og forbruk";"måned";"Elektrisk kraft"
"1 Total produksjon av elektrisk kraft";"1993M01";11718176
"1 Total produksjon av elektrisk kraft";"1993M02";10675869
"1 Total produksjon av elektrisk kraft";"1993M03";11406111
"1 Total produksjon av elektrisk kraft";"1993M04";9464337
"1 Total produksjon av elektrisk kraft";"1993M05";8339679
"1 Total produksjon av elektrisk kraft";"1993M06";8160956
"1 Total produksjon av elektrisk kraft";"1993M07";7418503
"1 Total produksjon av elektrisk kraft";"1993M08";8122230
"1 Total produksjon av elektrisk kraft";"1993M09";9349530
"1 Total produksjon av elektrisk kraft";"1993M10";10718685
"1 Total produksjon av elektrisk kraft";"1993M11";11954294
"1 Total produksjon av elektrisk kraft";"1993M12";12672293
"1 Total produksjon av elektrisk kraft";"1994M01";12401753
"1 Total produksjon av elektrisk kraft";"1994M02";11413645
"1 Total produksjon av elektrisk kraft";"1994M03";10177098
"1 Total produksjon av elektrisk kraft";"1994M04";8304813
"1 Total produksjon av elektrisk kraft";"1994M05";8206820
"1 Total produksjon av elektrisk kraft";"1994M06";8334119
"1 Total produksjon av elektrisk kraft";"1994M07";7162824
"1 Total produksjon av elektrisk kraft";"1994M08";7790565
"1 Total produksjon av elektrisk kraft";"1994M09";8537468
"1 Total produksjon av elektrisk kraft";"1994M10";9904844
"1 Total produksjon av elektrisk kraft";"1994M11";10214888
"1 Total produksjon av elektrisk kraft";"1994M12";11033435
"1 Total produksjon av elektrisk kraft";"1995M01";12233989
"1 Total produksjon av elektrisk kraft";"1995M02";10889383
"1 Total produksjon av elektrisk kraft";"1995M03";11518461
"1 Total produksjon av elektrisk kraft";"1995M04";9998719
"1 Total produksjon av elektrisk kraft";"1995M05";8862919
"1 Total produksjon av elektrisk kraft";"1995M06";8101440
"1 Total produksjon av elektrisk kraft";"1995M07";8009238
"1 Total produksjon av elektrisk kraft";"1995M08";8513385
"1 Total produksjon av elektrisk kraft";"1995M09";8794833
"1 Total produksjon av elektrisk kraft";"1995M10";10313825
"1 Total produksjon av elektrisk kraft";"1995M11";12366096
"1 Total produksjon av elektrisk kraft";"1995M12";13582892
"1 Total produksjon av elektrisk kraft";"1996M01";13646450
"1 Total produksjon av elektrisk kraft";"1996M02";12477010
"1 Total produksjon av elektrisk kraft";"1996M03";11168545
"1 Total produksjon av elektrisk kraft";"1996M04";8429734
"1 Total produksjon av elektrisk kraft";"1996M05";8445406
"1 Total produksjon av elektrisk kraft";"1996M06";6313332
"1 Total produksjon av elektrisk kraft";"1996M07";5633043
"1 Total produksjon av elektrisk kraft";"1996M08";5988037
"1 Total produksjon av elektrisk kraft";"1996M09";6170778
"1 Total produksjon av elektrisk kraft";"1996M10";7184282
"1 Total produksjon av elektrisk kraft";"1996M11";9135765
"1 Total produksjon av elektrisk kraft";"1996M12";10156533
"1 Total produksjon av elektrisk kraft";"1997M01";9915507
"1 Total produksjon av elektrisk kraft";"1997M02";8523572
"1 Total produksjon av elektrisk kraft";"1997M03";9591261
"1 Total produksjon av elektrisk kraft";"1997M04";9315316
"1 Total produksjon av elektrisk kraft";"1997M05";8335058
"1 Total produksjon av elektrisk kraft";"1997M06";7672333
"1 Total produksjon av elektrisk kraft";"1997M07";7403846
"1 Total produksjon av elektrisk kraft";"1997M08";7837149
"1 Total produksjon av elektrisk kraft";"1997M09";9321202
"1 Total produksjon av elektrisk kraft";"1997M10";10863016
"1 Total produksjon av elektrisk kraft";"1997M11";11046738
"1 Total produksjon av elektrisk kraft";"1997M12";11803947
"1 Total produksjon av elektrisk kraft";"1998M01";11654934
"1 Total produksjon av elektrisk kraft";"1998M02";10098134
"1 Total produksjon av elektrisk kraft";"1998M03";11267669
"1 Total produksjon av elektrisk kraft";"1998M04";9511113
"1 Total produksjon av elektrisk kraft";"1998M05";7912766
"1 Total produksjon av elektrisk kraft";"1998M06";7742785
"1 Total produksjon av elektrisk kraft";"1998M07";7346171
"1 Total produksjon av elektrisk kraft";"1998M08";9041728
"1 Total produksjon av elektrisk kraft";"1998M09";9084784
"1 Total produksjon av elektrisk kraft";"1998M10";10615623
"1 Total produksjon av elektrisk kraft";"1998M11";11243624
"1 Total produksjon av elektrisk kraft";"1998M12";11456994
"1 Total produksjon av elektrisk kraft";"1999M01";11881762
"1 Total produksjon av elektrisk kraft";"1999M02";10908905
"1 Total produksjon av elektrisk kraft";"1999M03";10973808
"1 Total produksjon av elektrisk kraft";"1999M04";9285955
"1 Total produksjon av elektrisk kraft";"1999M05";8822529
"1 Total produksjon av elektrisk kraft";"1999M06";8678596
"1 Total produksjon av elektrisk kraft";"1999M07";9293484
"1 Total produksjon av elektrisk kraft";"1999M08";9710909
"1 Total produksjon av elektrisk kraft";"1999M09";8888624
"1 Total produksjon av elektrisk kraft";"1999M10";9736827
"1 Total produksjon av elektrisk kraft";"1999M11";11318847
"1 Total produksjon av elektrisk kraft";"1999M12";13160163
"1 Total produksjon av elektrisk kraft";"2000M01";13311167
"1 Total produksjon av elektrisk kraft";"2000M02";12535825
"1 Total produksjon av elektrisk kraft";"2000M03";13941369
"1 Total produksjon av elektrisk kraft";"2000M04";11625547
"1 Total produksjon av elektrisk kraft";"2000M05";11310793
"1 Total produksjon av elektrisk kraft";"2000M06";10793947
"1 Total produksjon av elektrisk kraft";"2000M07";10099184
"1 Total produksjon av elektrisk kraft";"2000M08";10785240
"1 Total produksjon av elektrisk kraft";"2000M09";11168964
"1 Total produksjon av elektrisk kraft";"2000M10";11848916
"1 Total produksjon av elektrisk kraft";"2000M11";12106914
"1 Total produksjon av elektrisk kraft";"2000M12";13456026
"1 Total produksjon av elektrisk kraft";"2001M01";14030170
"1 Total produksjon av elektrisk kraft";"2001M02";12515802
"1 Total produksjon av elektrisk kraft";"2001M03";11941490
"1 Total produksjon av elektrisk kraft";"2001M04";9304444
"1 Total produksjon av elektrisk kraft";"2001M05";7933848
"1 Total produksjon av elektrisk kraft";"2001M06";7621175
"1 Total produksjon av elektrisk kraft";"2001M07";6911724
"1 Total produksjon av elektrisk kraft";"2001M08";7889824
"1 Total produksjon av elektrisk kraft";"2001M09";7702018
"1 Total produksjon av elektrisk kraft";"2001M10";9950978
"1 Total produksjon av elektrisk kraft";"2001M11";12445641
"1 Total produksjon av elektrisk kraft";"2001M12";13673111
"1 Total produksjon av elektrisk kraft";"2002M01";13515432
"1 Total produksjon av elektrisk kraft";"2002M02";11494888
"1 Total produksjon av elektrisk kraft";"2002M03";11825353
"1 Total produksjon av elektrisk kraft";"2002M04";9734993
"1 Total produksjon av elektrisk kraft";"2002M05";9587785
"1 Total produksjon av elektrisk kraft";"2002M06";9858731
"1 Total produksjon av elektrisk kraft";"2002M07";9571327
"1 Total produksjon av elektrisk kraft";"2002M08";9764895
"1 Total produksjon av elektrisk kraft";"2002M09";9505207
"1 Total produksjon av elektrisk kraft";"2002M10";11808279
"1 Total produksjon av elektrisk kraft";"2002M11";11987974
"1 Total produksjon av elektrisk kraft";"2002M12";11945943
"1 Total produksjon av elektrisk kraft";"2003M01";11004299
"1 Total produksjon av elektrisk kraft";"2003M02";9820713
"1 Total produksjon av elektrisk kraft";"2003M03";8940954
"1 Total produksjon av elektrisk kraft";"2003M04";7451183
"1 Total produksjon av elektrisk kraft";"2003M05";7290123
"1 Total produksjon av elektrisk kraft";"2003M06";7952521
"1 Total produksjon av elektrisk kraft";"2003M07";7114056
"1 Total produksjon av elektrisk kraft";"2003M08";7792292
"1 Total produksjon av elektrisk kraft";"2003M09";8544277
"1 Total produksjon av elektrisk kraft";"2003M10";10851877
"1 Total produksjon av elektrisk kraft";"2003M11";9971823
"1 Total produksjon av elektrisk kraft";"2003M12";10539325
"1 Total produksjon av elektrisk kraft";"2004M01";12353970
"1 Total produksjon av elektrisk kraft";"2004M02";10745063
"1 Total produksjon av elektrisk kraft";"2004M03";10588201
"1 Total produksjon av elektrisk kraft";"2004M04";7914122
"1 Total produksjon av elektrisk kraft";"2004M05";7706207
"1 Total produksjon av elektrisk kraft";"2004M06";7767541
"1 Total produksjon av elektrisk kraft";"2004M07";6303412
"1 Total produksjon av elektrisk kraft";"2004M08";7630286
"1 Total produksjon av elektrisk kraft";"2004M09";8029156
"1 Total produksjon av elektrisk kraft";"2004M10";9254938
"1 Total produksjon av elektrisk kraft";"2004M11";10725713
"1 Total produksjon av elektrisk kraft";"2004M12";11583562
"1 Total produksjon av elektrisk kraft";"2005M01";13405894
"1 Total produksjon av elektrisk kraft";"2005M02";13387104
"1 Total produksjon av elektrisk kraft";"2005M03";13649650
"1 Total produksjon av elektrisk kraft";"2005M04";10882130
"1 Total produksjon av elektrisk kraft";"2005M05";9944660
"1 Total produksjon av elektrisk kraft";"2005M06";9613944
"1 Total produksjon av elektrisk kraft";"2005M07";9191659
"1 Total produksjon av elektrisk kraft";"2005M08";9417427
"1 Total produksjon av elektrisk kraft";"2005M09";9606988
"1 Total produksjon av elektrisk kraft";"2005M10";11300263
"1 Total produksjon av elektrisk kraft";"2005M11";13102465
"1 Total produksjon av elektrisk kraft";"2005M12";14605726
"1 Total produksjon av elektrisk kraft";"2006M01";14818210
"1 Total produksjon av elektrisk kraft";"2006M02";13209774
"1 Total produksjon av elektrisk kraft";"2006M03";13627918
"1 Total produksjon av elektrisk kraft";"2006M04";9584819
"1 Total produksjon av elektrisk kraft";"2006M05";7942314
"1 Total produksjon av elektrisk kraft";"2006M06";8531405
"1 Total produksjon av elektrisk kraft";"2006M07";8000033
"1 Total produksjon av elektrisk kraft";"2006M08";8396412
"1 Total produksjon av elektrisk kraft";"2006M09";7920908
"1 Total produksjon av elektrisk kraft";"2006M10";8583828
"1 Total produksjon av elektrisk kraft";"2006M11";10210525
"1 Total produksjon av elektrisk kraft";"2006M12";10837161
"1 Total produksjon av elektrisk kraft";"2007M01";12575645
"1 Total produksjon av elektrisk kraft";"2007M02";12946915
"1 Total produksjon av elektrisk kraft";"2007M03";11485762
"1 Total produksjon av elektrisk kraft";"2007M04";10206980
"1 Total produksjon av elektrisk kraft";"2007M05";10456285
"1 Total produksjon av elektrisk kraft";"2007M06";9908341
"1 Total produksjon av elektrisk kraft";"2007M07";10378115
"1 Total produksjon av elektrisk kraft";"2007M08";11238751
"1 Total produksjon av elektrisk kraft";"2007M09";11609134
"1 Total produksjon av elektrisk kraft";"2007M10";11657807
"1 Total produksjon av elektrisk kraft";"2007M11";12331253
"1 Total produksjon av elektrisk kraft";"2007M12";12913575
"1 Total produksjon av elektrisk kraft";"2008M01";13645294
"1 Total produksjon av elektrisk kraft";"2008M02";12950348
"1 Total produksjon av elektrisk kraft";"2008M03";13631933
"1 Total produksjon av elektrisk kraft";"2008M04";11300049
"1 Total produksjon av elektrisk kraft";"2008M05";10581355
"1 Total produksjon av elektrisk kraft";"2008M06";10736936
"1 Total produksjon av elektrisk kraft";"2008M07";10409648
"1 Total produksjon av elektrisk kraft";"2008M08";10144997
"1 Total produksjon av elektrisk kraft";"2008M09";10293526
"1 Total produksjon av elektrisk kraft";"2008M10";11859552
"1 Total produksjon av elektrisk kraft";"2008M11";12853507
"1 Total produksjon av elektrisk kraft";"2008M12";14259873
"1 Total produksjon av elektrisk kraft";"2009M01";14150415
"1 Total produksjon av elektrisk kraft";"2009M02";12289463
"1 Total produksjon av elektrisk kraft";"2009M03";12269897
"1 Total produksjon av elektrisk kraft";"2009M04";9572925
"1 Total produksjon av elektrisk kraft";"2009M05";9038644
"1 Total produksjon av elektrisk kraft";"2009M06";8100426
"1 Total produksjon av elektrisk kraft";"2009M07";8175929
"1 Total produksjon av elektrisk kraft";"2009M08";9537587
"1 Total produksjon av elektrisk kraft";"2009M09";10565045
"1 Total produksjon av elektrisk kraft";"2009M10";12532164
"1 Total produksjon av elektrisk kraft";"2009M11";12420927
"1 Total produksjon av elektrisk kraft";"2009M12";14138312
"1 Total produksjon av elektrisk kraft";"2010M01";14825249
"1 Total produksjon av elektrisk kraft";"2010M02";12624913
"1 Total produksjon av elektrisk kraft";"2010M03";11229016
"1 Total produksjon av elektrisk kraft";"2010M04";8708195
"1 Total produksjon av elektrisk kraft";"2010M05";7599771
"1 Total produksjon av elektrisk kraft";"2010M06";7016890
"1 Total produksjon av elektrisk kraft";"2010M07";8072563
"1 Total produksjon av elektrisk kraft";"2010M08";7884353
"1 Total produksjon av elektrisk kraft";"2010M09";8888843
"1 Total produksjon av elektrisk kraft";"2010M10";11349305
"1 Total produksjon av elektrisk kraft";"2010M11";12180809
"1 Total produksjon av elektrisk kraft";"2010M12";14067491
"1 Total produksjon av elektrisk kraft";"2011M01";11271047
"1 Total produksjon av elektrisk kraft";"2011M02";10550937
"1 Total produksjon av elektrisk kraft";"2011M03";10151019
"1 Total produksjon av elektrisk kraft";"2011M04";8433751
"1 Total produksjon av elektrisk kraft";"2011M05";8642885
"1 Total produksjon av elektrisk kraft";"2011M06";9356959
"1 Total produksjon av elektrisk kraft";"2011M07";10542100
"1 Total produksjon av elektrisk kraft";"2011M08";10494922
"1 Total produksjon av elektrisk kraft";"2011M09";10429241
"1 Total produksjon av elektrisk kraft";"2011M10";12177208
"1 Total produksjon av elektrisk kraft";"2011M11";13089656
"1 Total produksjon av elektrisk kraft";"2011M12";13004706
"1 Total produksjon av elektrisk kraft";"2012M01";15428126
"1 Total produksjon av elektrisk kraft";"2012M02";14431042
"1 Total produksjon av elektrisk kraft";"2012M03";12880484
"1 Total produksjon av elektrisk kraft";"2012M04";12081388
"1 Total produksjon av elektrisk kraft";"2012M05";11160986
"1 Total produksjon av elektrisk kraft";"2012M06";10457735
"1 Total produksjon av elektrisk kraft";"2012M07";10309882
"1 Total produksjon av elektrisk kraft";"2012M08";11066601
"1 Total produksjon av elektrisk kraft";"2012M09";10904347
"1 Total produksjon av elektrisk kraft";"2012M10";12210650
"1 Total produksjon av elektrisk kraft";"2012M11";12294855
"1 Total produksjon av elektrisk kraft";"2012M12";14619472
"1 Total produksjon av elektrisk kraft";"2013M01";14605924
"1 Total produksjon av elektrisk kraft";"2013M02";12424998
"1 Total produksjon av elektrisk kraft";"2013M03";12307742
"1 Total produksjon av elektrisk kraft";"2013M04";9476016
"1 Total produksjon av elektrisk kraft";"2013M05";9790438
"1 Total produksjon av elektrisk kraft";"2013M06";9635758
"1 Total produksjon av elektrisk kraft";"2013M07";9739494
"1 Total produksjon av elektrisk kraft";"2013M08";10139708
"1 Total produksjon av elektrisk kraft";"2013M09";9886723
"1 Total produksjon av elektrisk kraft";"2013M10";10876630
"1 Total produksjon av elektrisk kraft";"2013M11";12228997
"1 Total produksjon av elektrisk kraft";"2013M12";13127459
"1 Total produksjon av elektrisk kraft";"2014M01";14643007
"1 Total produksjon av elektrisk kraft";"2014M02";11864749
"1 Total produksjon av elektrisk kraft";"2014M03";12259180
"1 Total produksjon av elektrisk kraft";"2014M04";11541796
"1 Total produksjon av elektrisk kraft";"2014M05";11323462
"1 Total produksjon av elektrisk kraft";"2014M06";10719430
"1 Total produksjon av elektrisk kraft";"2014M07";10207971
"1 Total produksjon av elektrisk kraft";"2014M08";9815623
"1 Total produksjon av elektrisk kraft";"2014M09";10552424
"1 Total produksjon av elektrisk kraft";"2014M10";11869710
"1 Total produksjon av elektrisk kraft";"2014M11";13123292
"1 Total produksjon av elektrisk kraft";"2014M12";14406368
"1 Total produksjon av elektrisk kraft";"2015M01";14768029
"1 Total produksjon av elektrisk kraft";"2015M02";12871304
"1 Total produksjon av elektrisk kraft";"2015M03";13175526
"1 Total produksjon av elektrisk kraft";"2015M04";11013423
"1 Total produksjon av elektrisk kraft";"2015M05";10928296
"1 Total produksjon av elektrisk kraft";"2015M06";11090433
"1 Total produksjon av elektrisk kraft";"2015M07";10192871
"1 Total produksjon av elektrisk kraft";"2015M08";10728859
"1 Total produksjon av elektrisk kraft";"2015M09";11165349
"1 Total produksjon av elektrisk kraft";"2015M10";12013395
"1 Total produksjon av elektrisk kraft";"2015M11";13128014
"1 Total produksjon av elektrisk kraft";"2015M12";13945378
"1 Total produksjon av elektrisk kraft";"2016M01";16376633
"1 Total produksjon av elektrisk kraft";"2016M02";14087559
"1 Total produksjon av elektrisk kraft";"2016M03";14373398
"1 Total produksjon av elektrisk kraft";"2016M04";11705742
"1 Total produksjon av elektrisk kraft";"2016M05";11308995
"1 Total produksjon av elektrisk kraft";"2016M06";11029456
"1 Total produksjon av elektrisk kraft";"2016M07";10352549
"1 Total produksjon av elektrisk kraft";"2016M08";10386954
"1 Total produksjon av elektrisk kraft";"2016M09";10553558
"1 Total produksjon av elektrisk kraft";"2016M10";12080336
"1 Total produksjon av elektrisk kraft";"2016M11";13166688
"1 Total produksjon av elektrisk kraft";"2016M12";14109572
"1 Total produksjon av elektrisk kraft";"2017M01";15311124
"1 Total produksjon av elektrisk kraft";"2017M02";13156170
"1 Total produksjon av elektrisk kraft";"2017M03";12811993
"1 Total produksjon av elektrisk kraft";"2017M04";11537845
"1 Total produksjon av elektrisk kraft";"2017M05";11236769
"1 Total produksjon av elektrisk kraft";"2017M06";11067751
"1 Total produksjon av elektrisk kraft";"2017M07";10624134
"1 Total produksjon av elektrisk kraft";"2017M08";11111612
"1 Total produksjon av elektrisk kraft";"2017M09";11358314
"1 Total produksjon av elektrisk kraft";"2017M10";12429055
"1 Total produksjon av elektrisk kraft";"2017M11";13742891
"1 Total produksjon av elektrisk kraft";"2017M12";14865498
"1 Total produksjon av elektrisk kraft";"2018M01";15628754
"1 Total produksjon av elektrisk kraft";"2018M02";14795890
"1 Total produksjon av elektrisk kraft";"2018M03";14075834
"1 Total produksjon av elektrisk kraft";"2018M04";10546763
"1 Total produksjon av elektrisk kraft";"2018M05";10257894
"1 Total produksjon av elektrisk kraft";"2018M06";9681209
"1 Total produksjon av elektrisk kraft";"2018M07";9364253
"1 Total produksjon av elektrisk kraft";"2018M08";10544295
"1 Total produksjon av elektrisk kraft";"2018M09";11197753
"1 Total produksjon av elektrisk kraft";"2018M10";13281221
"1 Total produksjon av elektrisk kraft";"2018M11";13665597
"1 Total produksjon av elektrisk kraft";"2018M12";13805512
"1 Total produksjon av elektrisk kraft";"2019M01";14706643
"1 Total produksjon av elektrisk kraft";"2019M02";11745180
"1 Total produksjon av elektrisk kraft";"2019M03";11304993
"1 Total produksjon av elektrisk kraft";"2019M04";9995469
"1 Total produksjon av elektrisk kraft";"2019M05";9810046
"1 Total produksjon av elektrisk kraft";"2019M06";9469546
"1 Total produksjon av elektrisk kraft";"2019M07";9790417
"1 Total produksjon av elektrisk kraft";"2019M08";10101797
"1 Total produksjon av elektrisk kraft";"2019M09";10949275
"1 Total produksjon av elektrisk kraft";"2019M10";11525716
"1 Total produksjon av elektrisk kraft";"2019M11";12867059
"1 Total produksjon av elektrisk kraft";"2019M12";12368487
"1 Total produksjon av elektrisk kraft";"2020M01";13336427
"1 Total produksjon av elektrisk kraft";"2020M02";12933653
"1 Total produksjon av elektrisk kraft";"2020M03";14236428
"1 Total produksjon av elektrisk kraft";"2020M04";12588652
"1 Total produksjon av elektrisk kraft";"2020M05";12107907
"1 Total produksjon av elektrisk kraft";"2020M06";10572065
"1 Total produksjon av elektrisk kraft";"2020M07";11247125
"1 Total produksjon av elektrisk kraft";"2020M08";11567230
"1 Total produksjon av elektrisk kraft";"2020M09";12048431
"1 Total produksjon av elektrisk kraft";"2020M10";13913220
"1 Total produksjon av elektrisk kraft";"2020M11";13431291
"1 Total produksjon av elektrisk kraft";"2020M12";16218799
"1 Total produksjon av elektrisk kraft";"2021M01";17451898
"1 Total produksjon av elektrisk kraft";"2021M02";14411581
"1 Total produksjon av elektrisk kraft";"2021M03";13789715
"1 Total produksjon av elektrisk kraft";"2021M04";12427156
"1 Total produksjon av elektrisk kraft";"2021M05";12079886
"1 Total produksjon av elektrisk kraft";"2021M06";11426468
"1 Total produksjon av elektrisk kraft";"2021M07";11050841
"1 Total produksjon av elektrisk kraft";"2021M08";10398602
"1 Total produksjon av elektrisk kraft";"2021M09";11234852
"1 Total produksjon av elektrisk kraft";"2021M10";12359481
"1 Total produksjon av elektrisk kraft";"2021M11";14420057
"1 Total produksjon av elektrisk kraft";"2021M12";16042237
"1 Total produksjon av elektrisk kraft";"2022M01";15079225
"1 Total produksjon av elektrisk kraft";"2022M02";12949406
"1 Total produksjon av elektrisk kraft";"2022M03";14614698
"1 Total produksjon av elektrisk kraft";"2022M04";11140849
"1 Total produksjon av elektrisk kraft";"2022M05";10783817
"1 Total produksjon av elektrisk kraft";"2022M06";11479725
"1 Total produksjon av elektrisk kraft";"2022M07";10663899
"1 Total produksjon av elektrisk kraft";"2022M08";10462503
"1 Total produksjon av elektrisk kraft";"2022M09";8578987
"1 Total produksjon av elektrisk kraft";"2022M10";11018527
"1 Total produksjon av elektrisk kraft";"2022M11";14321421
"1 Total produksjon av elektrisk kraft";"2022M12";14850019
"1 Total produksjon av elektrisk kraft";"2023M01";14139494
"1 Total produksjon av elektrisk kraft";"2023M02";13781264
"1 Total produksjon av elektrisk kraft";"2023M03";14299937
"1 Total produksjon av elektrisk kraft";"2023M04";12003407
"1 Total produksjon av elektrisk kraft";"2023M05";11122716
"1 Total produksjon av elektrisk kraft";"2023M06";11333215
"1 Total produksjon av elektrisk kraft";"2023M07";11480242
"1 Total produksjon av elektrisk kraft";"2023M08";12198706
"1 Total produksjon av elektrisk kraft";"2023M09";12003887
"1 Total produksjon av elektrisk kraft";"2023M10";13364535
"1 Total produksjon av elektrisk kraft";"2023M11";14283444
"1 Total produksjon av elektrisk kraft";"2023M12";13964649
"1 Total produksjon av elektrisk kraft";"2024M01";15629117
"1 Total produksjon av elektrisk kraft";"2024M02";14293383
"1 Total produksjon av elektrisk kraft";"2024M03";14485453
"1 Total produksjon av elektrisk kraft";"2024M04";12465659
"1 Total produksjon av elektrisk kraft";"2024M05";11752626
"1 Total produksjon av elektrisk kraft";"2024M06";11282132
"1 Total produksjon av elektrisk kraft";"2024M07";11094784
"1 Total produksjon av elektrisk kraft";"2024M08";11104053
"1 Total produksjon av elektrisk kraft";"2024M09";11578519
"1 Total produksjon av elektrisk kraft";"2024M10";12878212
"1 Total produksjon av elektrisk kraft";"2024M11";14743252
"1 Total produksjon av elektrisk kraft";"2024M12";15846494
"1 Total produksjon av elektrisk kraft";"2025M01";17367736
"1 Total produksjon av elektrisk kraft";"2025M02";15904050
"1.1 Produksjon av vannkraft";"1993M01";11673067
"1.1 Produksjon av vannkraft";"1993M02";10636402
"1.1 Produksjon av vannkraft";"1993M03";11377918
"1.1 Produksjon av vannkraft";"1993M04";9426997
"1.1 Produksjon av vannkraft";"1993M05";8292378
"1.1 Produksjon av vannkraft";"1993M06";8112115
"1.1 Produksjon av vannkraft";"1993M07";7394606
"1.1 Produksjon av vannkraft";"1993M08";8067914
"1.1 Produksjon av vannkraft";"1993M09";9308581
"1.1 Produksjon av vannkraft";"1993M10";10674093
"1.1 Produksjon av vannkraft";"1993M11";11913778
"1.1 Produksjon av vannkraft";"1993M12";12635875
"1.1 Produksjon av vannkraft";"1994M01";12358991
"1.1 Produksjon av vannkraft";"1994M02";11369816
"1.1 Produksjon av vannkraft";"1994M03";10131814
"1.1 Produksjon av vannkraft";"1994M04";8258317
"1.1 Produksjon av vannkraft";"1994M05";8145214
"1.1 Produksjon av vannkraft";"1994M06";8267441
"1.1 Produksjon av vannkraft";"1994M07";7104508
"1.1 Produksjon av vannkraft";"1994M08";7743224
"1.1 Produksjon av vannkraft";"1994M09";8489197
"1.1 Produksjon av vannkraft";"1994M10";9835215
"1.1 Produksjon av vannkraft";"1994M11";10145951
"1.1 Produksjon av vannkraft";"1994M12";10957075
"1.1 Produksjon av vannkraft";"1995M01";12166565
"1.1 Produksjon av vannkraft";"1995M02";10824208
"1.1 Produksjon av vannkraft";"1995M03";11447300
"1.1 Produksjon av vannkraft";"1995M04";9934022
"1.1 Produksjon av vannkraft";"1995M05";8799962
"1.1 Produksjon av vannkraft";"1995M06";8027187
"1.1 Produksjon av vannkraft";"1995M07";7951091
"1.1 Produksjon av vannkraft";"1995M08";8460534
"1.1 Produksjon av vannkraft";"1995M09";8750360
"1.1 Produksjon av vannkraft";"1995M10";10270142
"1.1 Produksjon av vannkraft";"1995M11";12325277
"1.1 Produksjon av vannkraft";"1995M12";13527284
"1.1 Produksjon av vannkraft";"1996M01";13572312
"1.1 Produksjon av vannkraft";"1996M02";12402827
"1.1 Produksjon av vannkraft";"1996M03";11104426
"1.1 Produksjon av vannkraft";"1996M04";8353576
"1.1 Produksjon av vannkraft";"1996M05";8370847
"1.1 Produksjon av vannkraft";"1996M06";6261011
"1.1 Produksjon av vannkraft";"1996M07";5563904
"1.1 Produksjon av vannkraft";"1996M08";5926422
"1.1 Produksjon av vannkraft";"1996M09";6101372
"1.1 Produksjon av vannkraft";"1996M10";7110925
"1.1 Produksjon av vannkraft";"1996M11";9062277
"1.1 Produksjon av vannkraft";"1996M12";10085537
"1.1 Produksjon av vannkraft";"1997M01";9846254
"1.1 Produksjon av vannkraft";"1997M02";8460885
"1.1 Produksjon av vannkraft";"1997M03";9526318
"1.1 Produksjon av vannkraft";"1997M04";9247383
"1.1 Produksjon av vannkraft";"1997M05";8267072
"1.1 Produksjon av vannkraft";"1997M06";7628962
"1.1 Produksjon av vannkraft";"1997M07";7356612
"1.1 Produksjon av vannkraft";"1997M08";7786485
"1.1 Produksjon av vannkraft";"1997M09";9275641
"1.1 Produksjon av vannkraft";"1997M10";10809934
"1.1 Produksjon av vannkraft";"1997M11";10988098
"1.1 Produksjon av vannkraft";"1997M12";11727982
"1.1 Produksjon av vannkraft";"1998M01";11578402
"1.1 Produksjon av vannkraft";"1998M02";10033614
"1.1 Produksjon av vannkraft";"1998M03";11197273
"1.1 Produksjon av vannkraft";"1998M04";9446834
"1.1 Produksjon av vannkraft";"1998M05";7850461
"1.1 Produksjon av vannkraft";"1998M06";7674283
"1.1 Produksjon av vannkraft";"1998M07";7301425
"1.1 Produksjon av vannkraft";"1998M08";9004306
"1.1 Produksjon av vannkraft";"1998M09";9055841
"1.1 Produksjon av vannkraft";"1998M10";10561529
"1.1 Produksjon av vannkraft";"1998M11";11174763
"1.1 Produksjon av vannkraft";"1998M12";11380161
"1.1 Produksjon av vannkraft";"1999M01";11808954
"1.1 Produksjon av vannkraft";"1999M02";10852908
"1.1 Produksjon av vannkraft";"1999M03";10894268
"1.1 Produksjon av vannkraft";"1999M04";9216899
"1.1 Produksjon av vannkraft";"1999M05";8747880
"1.1 Produksjon av vannkraft";"1999M06";8624444
"1.1 Produksjon av vannkraft";"1999M07";9225922
"1.1 Produksjon av vannkraft";"1999M08";9642892
"1.1 Produksjon av vannkraft";"1999M09";8819318
"1.1 Produksjon av vannkraft";"1999M10";9671022
"1.1 Produksjon av vannkraft";"1999M11";11243421
"1.1 Produksjon av vannkraft";"1999M12";13084195
"1.1 Produksjon av vannkraft";"2000M01";13231494
"1.1 Produksjon av vannkraft";"2000M02";12464006
"1.1 Produksjon av vannkraft";"2000M03";13868963
"1.1 Produksjon av vannkraft";"2000M04";11544663
"1.1 Produksjon av vannkraft";"2000M05";11249789
"1.1 Produksjon av vannkraft";"2000M06";10746111
"1.1 Produksjon av vannkraft";"2000M07";10050387
"1.1 Produksjon av vannkraft";"2000M08";10723543
"1.1 Produksjon av vannkraft";"2000M09";11108317
"1.1 Produksjon av vannkraft";"2000M10";11799317
"1.1 Produksjon av vannkraft";"2000M11";12055970
"1.1 Produksjon av vannkraft";"2000M12";13379999
"1.1 Produksjon av vannkraft";"2001M01";13953339
"1.1 Produksjon av vannkraft";"2001M02";12438032
"1.1 Produksjon av vannkraft";"2001M03";11862929
"1.1 Produksjon av vannkraft";"2001M04";9225859
"1.1 Produksjon av vannkraft";"2001M05";7855812
"1.1 Produksjon av vannkraft";"2001M06";7550779
